symbol	phenotype_score	fraction_of_max	n_terms_matched	matched_terms	in_disease_panel
DOT1L	1.267	0.0477	1	HP:0004322(Short stature)	yes
DPF2	1.267	0.0477	1	HP:0004322(Short stature)	yes
DPH1	1.267	0.0477	1	HP:0004322(Short stature)	yes
DPH2	1.267	0.0477	1	HP:0004322(Short stature)	yes
DPH5	1.267	0.0477	1	HP:0004322(Short stature)	yes
DPP6	1.267	0.0477	1	HP:0004322(Short stature)	yes
DPYSL5	1.267	0.0477	1	HP:0004322(Short stature)	yes
DSTYK	1.267	0.0477	1	HP:0004322(Short stature)	yes
DVL1	1.267	0.0477	1	HP:0004322(Short stature)	yes
DVL3	1.267	0.0477	1	HP:0004322(Short stature)	yes
DYNC1I2	1.267	0.0477	1	HP:0004322(Short stature)	yes
DYNC2H1	1.267	0.0477	1	HP:0004322(Short stature)	yes
DYNLT2B	1.267	0.0477	1	HP:0004322(Short stature)	yes
ECEL1	1.267	0.0477	1	HP:0004322(Short stature)	yes
EFNB1	1.267	0.0477	1	HP:0004322(Short stature)	yes
EFTUD2	1.267	0.0477	1	HP:0004322(Short stature)	yes
EHHADH	1.267	0.0477	1	HP:0004322(Short stature)	yes
EIF2AK3	1.267	0.0477	1	HP:0004322(Short stature)	yes
EIF3F	1.267	0.0477	1	HP:0004322(Short stature)	yes
EIF4A3	1.267	0.0477	1	HP:0004322(Short stature)	yes
ELP2	1.267	0.0477	1	HP:0004322(Short stature)	yes
ERF	1.267	0.0477	1	HP:0004322(Short stature)	yes
ERI1	1.267	0.0477	1	HP:0004322(Short stature)	yes
ESS2	1.267	0.0477	1	HP:0004322(Short stature)	no
EXOC6B	1.267	0.0477	1	HP:0004322(Short stature)	yes
EXOSC2	1.267	0.0477	1	HP:0004322(Short stature)	yes
EXOSC5	1.267	0.0477	1	HP:0004322(Short stature)	no
EXT1	1.267	0.0477	1	HP:0004322(Short stature)	yes
EXT2	1.267	0.0477	1	HP:0004322(Short stature)	yes
EYA1	1.267	0.0477	1	HP:0004322(Short stature)	yes
FAM20C	1.267	0.0477	1	HP:0004322(Short stature)	yes
FAM50A	1.267	0.0477	1	HP:0004322(Short stature)	yes
FANCB	1.267	0.0477	1	HP:0004322(Short stature)	yes
FANCG	1.267	0.0477	1	HP:0004322(Short stature)	yes
FANCI	1.267	0.0477	1	HP:0004322(Short stature)	yes
FANCL	1.267	0.0477	1	HP:0004322(Short stature)	yes
FANCM	1.267	0.0477	1	HP:0004322(Short stature)	yes
FAR1	1.267	0.0477	1	HP:0004322(Short stature)	yes
FARSA	1.267	0.0477	1	HP:0004322(Short stature)	yes
FAS	1.267	0.0477	1	HP:0004322(Short stature)	yes
FAT4	1.267	0.0477	1	HP:0004322(Short stature)	yes
FBXL3	1.267	0.0477	1	HP:0004322(Short stature)	yes
FBXO11	1.267	0.0477	1	HP:0004322(Short stature)	yes
FGFR2	1.267	0.0477	1	HP:0004322(Short stature)	yes
FGFR3	1.267	0.0477	1	HP:0004322(Short stature)	yes
FIGLA	1.267	0.0477	1	HP:0004322(Short stature)	no
FILIP1	1.267	0.0477	1	HP:0004322(Short stature)	yes
FKBP10	1.267	0.0477	1	HP:0004322(Short stature)	yes
FN1	1.267	0.0477	1	HP:0004322(Short stature)	yes
FOXA2	1.267	0.0477	1	HP:0004322(Short stature)	yes
FOXE1	1.267	0.0477	1	HP:0004322(Short stature)	yes
FRA10AC1	1.267	0.0477	1	HP:0004322(Short stature)	yes
FSHR	1.267	0.0477	1	HP:0004322(Short stature)	no
FXR1	1.267	0.0477	1	HP:0004322(Short stature)	yes
FZD2	1.267	0.0477	1	HP:0004322(Short stature)	no
G6PC1	1.267	0.0477	1	HP:0004322(Short stature)	yes
GALNS	1.267	0.0477	1	HP:0004322(Short stature)	yes
GALNT2	1.267	0.0477	1	HP:0004322(Short stature)	yes
GATA4	1.267	0.0477	1	HP:0004322(Short stature)	yes
GDF5	1.267	0.0477	1	HP:0004322(Short stature)	yes
GH1	1.267	0.0477	1	HP:0004322(Short stature)	no
GHR	1.267	0.0477	1	HP:0004322(Short stature)	yes
GHRHR	1.267	0.0477	1	HP:0004322(Short stature)	no
GHSR	1.267	0.0477	1	HP:0004322(Short stature)	no
GINS1	1.267	0.0477	1	HP:0004322(Short stature)	yes
GJB3	1.267	0.0477	1	HP:0004322(Short stature)	yes
GJB4	1.267	0.0477	1	HP:0004322(Short stature)	no
GLA	1.267	0.0477	1	HP:0004322(Short stature)	yes
GLI3	1.267	0.0477	1	HP:0004322(Short stature)	yes
GM2A	1.267	0.0477	1	HP:0004322(Short stature)	yes
GNPNAT1	1.267	0.0477	1	HP:0004322(Short stature)	no
GNPTG	1.267	0.0477	1	HP:0004322(Short stature)	yes
GNS	1.267	0.0477	1	HP:0004322(Short stature)	yes
GORAB	1.267	0.0477	1	HP:0004322(Short stature)	yes
GOT2	1.267	0.0477	1	HP:0004322(Short stature)	yes
GPC4	1.267	0.0477	1	HP:0004322(Short stature)	yes
GPC6	1.267	0.0477	1	HP:0004322(Short stature)	yes
GPX4	1.267	0.0477	1	HP:0004322(Short stature)	yes
GRHL2	1.267	0.0477	1	HP:0004322(Short stature)	yes
GRIA3	1.267	0.0477	1	HP:0004322(Short stature)	yes
GRM1	1.267	0.0477	1	HP:0004322(Short stature)	yes
GSC	1.267	0.0477	1	HP:0004322(Short stature)	yes
GTF3C3	1.267	0.0477	1	HP:0004322(Short stature)	yes
GUSB	1.267	0.0477	1	HP:0004322(Short stature)	yes
GZF1	1.267	0.0477	1	HP:0004322(Short stature)	yes
HAAO	1.267	0.0477	1	HP:0004322(Short stature)	yes
HACE1	1.267	0.0477	1	HP:0004322(Short stature)	yes
HDAC4	1.267	0.0477	1	HP:0004322(Short stature)	yes
HDAC6	1.267	0.0477	1	HP:0004322(Short stature)	yes
HELLS	1.267	0.0477	1	HP:0004322(Short stature)	yes
HES7	1.267	0.0477	1	HP:0004322(Short stature)	no
HHAT	1.267	0.0477	1	HP:0004322(Short stature)	yes
HMGB3	1.267	0.0477	1	HP:0004322(Short stature)	yes
HNF1B	1.267	0.0477	1	HP:0004322(Short stature)	yes
HNRNPU	1.267	0.0477	1	HP:0004322(Short stature)	yes
HS2ST1	1.267	0.0477	1	HP:0004322(Short stature)	yes
HSPA9	1.267	0.0477	1	HP:0004322(Short stature)	no
HYAL1	1.267	0.0477	1	HP:0004322(Short stature)	yes
HYAL2	1.267	0.0477	1	HP:0004322(Short stature)	yes
HYOU1	1.267	0.0477	1	HP:0004322(Short stature)	yes
IDH2	1.267	0.0477	1	HP:0004322(Short stature)	yes
IDS	1.267	0.0477	1	HP:0004322(Short stature)	yes
IFIH1	1.267	0.0477	1	HP:0004322(Short stature)	yes
IFITM5	1.267	0.0477	1	HP:0004322(Short stature)	yes
IFT122	1.267	0.0477	1	HP:0004322(Short stature)	yes
IFT43	1.267	0.0477	1	HP:0004322(Short stature)	yes
IFT52	1.267	0.0477	1	HP:0004322(Short stature)	yes
IFT57	1.267	0.0477	1	HP:0004322(Short stature)	yes
IFT80	1.267	0.0477	1	HP:0004322(Short stature)	yes
IGBP1	1.267	0.0477	1	HP:0004322(Short stature)	yes
IGF1R	1.267	0.0477	1	HP:0004322(Short stature)	yes
IHH	1.267	0.0477	1	HP:0004322(Short stature)	yes
IL11RA	1.267	0.0477	1	HP:0004322(Short stature)	yes
IL6ST	1.267	0.0477	1	HP:0004322(Short stature)	no
INPPL1	1.267	0.0477	1	HP:0004322(Short stature)	yes
INTS1	1.267	0.0477	1	HP:0004322(Short stature)	yes
INTS8	1.267	0.0477	1	HP:0004322(Short stature)	yes
INTU	1.267	0.0477	1	HP:0004322(Short stature)	yes
INVS	1.267	0.0477	1	HP:0004322(Short stature)	yes
IQCB1	1.267	0.0477	1	HP:0004322(Short stature)	yes
IQSEC1	1.267	0.0477	1	HP:0004322(Short stature)	yes
IRS4	1.267	0.0477	1	HP:0004322(Short stature)	no
ITGB6	1.267	0.0477	1	HP:0004322(Short stature)	yes
KATNIP	1.267	0.0477	1	HP:0004322(Short stature)	yes
KCNA4	1.267	0.0477	1	HP:0004322(Short stature)	yes
KCNC3	1.267	0.0477	1	HP:0004322(Short stature)	yes
KCNH1	1.267	0.0477	1	HP:0004322(Short stature)	yes
KCNJ10	1.267	0.0477	1	HP:0004322(Short stature)	yes
KCNJ2	1.267	0.0477	1	HP:0004322(Short stature)	yes
KCNJ5	1.267	0.0477	1	HP:0004322(Short stature)	yes
KCNK3	1.267	0.0477	1	HP:0004322(Short stature)	yes
KCNMA1	1.267	0.0477	1	HP:0004322(Short stature)	yes
KCTD1	1.267	0.0477	1	HP:0004322(Short stature)	yes
KDELR2	1.267	0.0477	1	HP:0004322(Short stature)	yes
KDM3B	1.267	0.0477	1	HP:0004322(Short stature)	yes
KDSR	1.267	0.0477	1	HP:0004322(Short stature)	yes
KIF11	1.267	0.0477	1	HP:0004322(Short stature)	yes
KIF14	1.267	0.0477	1	HP:0004322(Short stature)	yes
KIF23	1.267	0.0477	1	HP:0004322(Short stature)	yes
KIFBP	1.267	0.0477	1	HP:0004322(Short stature)	yes
KISS1R	1.267	0.0477	1	HP:0004322(Short stature)	no
KLF1	1.267	0.0477	1	HP:0004322(Short stature)	yes
KMT2B	1.267	0.0477	1	HP:0004322(Short stature)	yes
KNL1	1.267	0.0477	1	HP:0004322(Short stature)	yes
KRT10	1.267	0.0477	1	HP:0004322(Short stature)	no
KYNU	1.267	0.0477	1	HP:0004322(Short stature)	yes
L1CAM	1.267	0.0477	1	HP:0004322(Short stature)	yes
LAMTOR2	1.267	0.0477	1	HP:0004322(Short stature)	no
LARP7	1.267	0.0477	1	HP:0004322(Short stature)	yes
LAS1L	1.267	0.0477	1	HP:0004322(Short stature)	yes
LEF1	1.267	0.0477	1	HP:0004322(Short stature)	yes
LEMD2	1.267	0.0477	1	HP:0004322(Short stature)	yes
LEPR	1.267	0.0477	1	HP:0004322(Short stature)	no
LFNG	1.267	0.0477	1	HP:0004322(Short stature)	yes
LHX1	1.267	0.0477	1	HP:0004322(Short stature)	no
LHX3	1.267	0.0477	1	HP:0004322(Short stature)	yes
LIFR	1.267	0.0477	1	HP:0004322(Short stature)	yes
LIPN	1.267	0.0477	1	HP:0004322(Short stature)	yes
LMBR1	1.267	0.0477	1	HP:0004322(Short stature)	no
LMX1B	1.267	0.0477	1	HP:0004322(Short stature)	yes
LRRC8C	1.267	0.0477	1	HP:0004322(Short stature)	yes
LSM11	1.267	0.0477	1	HP:0004322(Short stature)	yes
LSS	1.267	0.0477	1	HP:0004322(Short stature)	yes
LTBP1	1.267	0.0477	1	HP:0004322(Short stature)	yes
LTBP2	1.267	0.0477	1	HP:0004322(Short stature)	yes
LZTR1	1.267	0.0477	1	HP:0004322(Short stature)	yes
MAB21L2	1.267	0.0477	1	HP:0004322(Short stature)	yes
MACF1	1.267	0.0477	1	HP:0004322(Short stature)	yes
MAD2L2	1.267	0.0477	1	HP:0004322(Short stature)	yes
MADD	1.267	0.0477	1	HP:0004322(Short stature)	yes
MAF	1.267	0.0477	1	HP:0004322(Short stature)	yes
MALT1	1.267	0.0477	1	HP:0004322(Short stature)	yes
MAN1B1	1.267	0.0477	1	HP:0004322(Short stature)	yes
MAN2B2	1.267	0.0477	1	HP:0004322(Short stature)	yes
MANF	1.267	0.0477	1	HP:0004322(Short stature)	no
MAPRE2	1.267	0.0477	1	HP:0004322(Short stature)	yes
MARK2	1.267	0.0477	1	HP:0004322(Short stature)	yes
MAST1	1.267	0.0477	1	HP:0004322(Short stature)	yes
MATN3	1.267	0.0477	1	HP:0004322(Short stature)	yes
MBD5	1.267	0.0477	1	HP:0004322(Short stature)	yes
MCM3AP	1.267	0.0477	1	HP:0004322(Short stature)	yes
MCM7	1.267	0.0477	1	HP:0004322(Short stature)	yes
MCM9	1.267	0.0477	1	HP:0004322(Short stature)	yes
MCPH1	1.267	0.0477	1	HP:0004322(Short stature)	yes
MED13L	1.267	0.0477	1	HP:0004322(Short stature)	yes
MEIS2	1.267	0.0477	1	HP:0004322(Short stature)	yes
MESD	1.267	0.0477	1	HP:0004322(Short stature)	yes
MESP2	1.267	0.0477	1	HP:0004322(Short stature)	yes
METTL5	1.267	0.0477	1	HP:0004322(Short stature)	yes
MFSD2A	1.267	0.0477	1	HP:0004322(Short stature)	yes
MGP	1.267	0.0477	1	HP:0004322(Short stature)	yes
MIA3	1.267	0.0477	1	HP:0004322(Short stature)	no
MID1	1.267	0.0477	1	HP:0004322(Short stature)	yes
MIR140	1.267	0.0477	1	HP:0004322(Short stature)	yes
MIR17HG	1.267	0.0477	1	HP:0004322(Short stature)	yes
MITF	1.267	0.0477	1	HP:0004322(Short stature)	yes
MMP13	1.267	0.0477	1	HP:0004322(Short stature)	yes
MMP2	1.267	0.0477	1	HP:0004322(Short stature)	no
MMP9	1.267	0.0477	1	HP:0004322(Short stature)	no
MPL	1.267	0.0477	1	HP:0004322(Short stature)	yes
MRAS	1.267	0.0477	1	HP:0004322(Short stature)	yes
MRPS22	1.267	0.0477	1	HP:0004322(Short stature)	yes
MRPS25	1.267	0.0477	1	HP:0004322(Short stature)	yes
MSH4	1.267	0.0477	1	HP:0004322(Short stature)	no
MSL2	1.267	0.0477	1	HP:0004322(Short stature)	yes
MT-RNR1	1.267	0.0477	1	HP:0004322(Short stature)	yes
MT-TP	1.267	0.0477	1	HP:0004322(Short stature)	yes
MTFMT	1.267	0.0477	1	HP:0004322(Short stature)	yes
MTHFS	1.267	0.0477	1	HP:0004322(Short stature)	yes
MTOR	1.267	0.0477	1	HP:0004322(Short stature)	yes
MTX2	1.267	0.0477	1	HP:0004322(Short stature)	yes
MYCN	1.267	0.0477	1	HP:0004322(Short stature)	yes
MYH8	1.267	0.0477	1	HP:0004322(Short stature)	yes
MYL11	1.267	0.0477	1	HP:0004322(Short stature)	yes
MYO18B	1.267	0.0477	1	HP:0004322(Short stature)	yes
MYSM1	1.267	0.0477	1	HP:0004322(Short stature)	yes
NAA10	1.267	0.0477	1	HP:0004322(Short stature)	yes
NAE1	1.267	0.0477	1	HP:0004322(Short stature)	yes
NANS	1.267	0.0477	1	HP:0004322(Short stature)	yes
NBAS	1.267	0.0477	1	HP:0004322(Short stature)	yes
NCDN	1.267	0.0477	1	HP:0004322(Short stature)	yes
NDST1	1.267	0.0477	1	HP:0004322(Short stature)	yes
NEK8	1.267	0.0477	1	HP:0004322(Short stature)	yes
NHP2	1.267	0.0477	1	HP:0004322(Short stature)	yes
NIN	1.267	0.0477	1	HP:0004322(Short stature)	yes
NMNAT1	1.267	0.0477	1	HP:0004322(Short stature)	yes
NOG	1.267	0.0477	1	HP:0004322(Short stature)	yes
NOP10	1.267	0.0477	1	HP:0004322(Short stature)	yes
NOS3	1.267	0.0477	1	HP:0004322(Short stature)	no
NPHP4	1.267	0.0477	1	HP:0004322(Short stature)	yes
NPM1	1.267	0.0477	1	HP:0004322(Short stature)	yes
NPR2	1.267	0.0477	1	HP:0004322(Short stature)	yes
NR2F1	1.267	0.0477	1	HP:0004322(Short stature)	yes
NR5A1	1.267	0.0477	1	HP:0004322(Short stature)	yes
NRAS	1.267	0.0477	1	HP:0004322(Short stature)	yes
NSDHL	1.267	0.0477	1	HP:0004322(Short stature)	yes
NSMCE2	1.267	0.0477	1	HP:0004322(Short stature)	yes
NUP37	1.267	0.0477	1	HP:0004322(Short stature)	yes
NUP85	1.267	0.0477	1	HP:0004322(Short stature)	yes
NXN	1.267	0.0477	1	HP:0004322(Short stature)	no
OSTM1	1.267	0.0477	1	HP:0004322(Short stature)	yes
P3H1	1.267	0.0477	1	HP:0004322(Short stature)	yes
P4HB	1.267	0.0477	1	HP:0004322(Short stature)	yes
PAICS	1.267	0.0477	1	HP:0004322(Short stature)	no
PAK3	1.267	0.0477	1	HP:0004322(Short stature)	yes
PAPPA2	1.267	0.0477	1	HP:0004322(Short stature)	no
PAPSS2	1.267	0.0477	1	HP:0004322(Short stature)	yes
PAX1	1.267	0.0477	1	HP:0004322(Short stature)	yes
PAX6	1.267	0.0477	1	HP:0004322(Short stature)	yes
PAX8	1.267	0.0477	1	HP:0004322(Short stature)	yes
PCLO	1.267	0.0477	1	HP:0004322(Short stature)	yes
PCNA	1.267	0.0477	1	HP:0004322(Short stature)	yes
PCNT	1.267	0.0477	1	HP:0004322(Short stature)	yes
PCYT1A	1.267	0.0477	1	HP:0004322(Short stature)	yes
PDCD6IP	1.267	0.0477	1	HP:0004322(Short stature)	yes
PDE3A	1.267	0.0477	1	HP:0004322(Short stature)	no
PDE4D	1.267	0.0477	1	HP:0004322(Short stature)	yes
PGAP2	1.267	0.0477	1	HP:0004322(Short stature)	yes
PGBD5	1.267	0.0477	1	HP:0004322(Short stature)	yes
PGM1	1.267	0.0477	1	HP:0004322(Short stature)	yes
PHC1	1.267	0.0477	1	HP:0004322(Short stature)	yes
PHLDB1	1.267	0.0477	1	HP:0004322(Short stature)	no
PIEZO1	1.267	0.0477	1	HP:0004322(Short stature)	yes
PISD	1.267	0.0477	1	HP:0004322(Short stature)	yes
PITX1	1.267	0.0477	1	HP:0004322(Short stature)	yes
PKDCC	1.267	0.0477	1	HP:0004322(Short stature)	yes
PLAAT3	1.267	0.0477	1	HP:0004322(Short stature)	yes
PLK4	1.267	0.0477	1	HP:0004322(Short stature)	yes
PLOD2	1.267	0.0477	1	HP:0004322(Short stature)	yes
PMPCA	1.267	0.0477	1	HP:0004322(Short stature)	yes
POLD1	1.267	0.0477	1	HP:0004322(Short stature)	yes
POLE	1.267	0.0477	1	HP:0004322(Short stature)	yes
POLR3B	1.267	0.0477	1	HP:0004322(Short stature)	yes
POLR3GL	1.267	0.0477	1	HP:0004322(Short stature)	yes
POLR3H	1.267	0.0477	1	HP:0004322(Short stature)	no
POP1	1.267	0.0477	1	HP:0004322(Short stature)	yes
PORCN	1.267	0.0477	1	HP:0004322(Short stature)	yes
PPIB	1.267	0.0477	1	HP:0004322(Short stature)	no
PPM1D	1.267	0.0477	1	HP:0004322(Short stature)	yes
PRKG2	1.267	0.0477	1	HP:0004322(Short stature)	yes
PROP1	1.267	0.0477	1	HP:0004322(Short stature)	yes
PRR12	1.267	0.0477	1	HP:0004322(Short stature)	yes
PSMC3	1.267	0.0477	1	HP:0004322(Short stature)	yes
PSMC3IP	1.267	0.0477	1	HP:0004322(Short stature)	no
PTHLH	1.267	0.0477	1	HP:0004322(Short stature)	yes
PUM1	1.267	0.0477	1	HP:0004322(Short stature)	yes
PUS7	1.267	0.0477	1	HP:0004322(Short stature)	yes
QRICH1	1.267	0.0477	1	HP:0004322(Short stature)	yes
RAB18	1.267	0.0477	1	HP:0004322(Short stature)	yes
RAB23	1.267	0.0477	1	HP:0004322(Short stature)	yes
RAB33B	1.267	0.0477	1	HP:0004322(Short stature)	no
RAB39B	1.267	0.0477	1	HP:0004322(Short stature)	yes
RAB3GAP2	1.267	0.0477	1	HP:0004322(Short stature)	yes
RACGAP1	1.267	0.0477	1	HP:0004322(Short stature)	no
RAD50	1.267	0.0477	1	HP:0004322(Short stature)	yes
RAD51	1.267	0.0477	1	HP:0004322(Short stature)	yes
RAD51C	1.267	0.0477	1	HP:0004322(Short stature)	yes
RAF1	1.267	0.0477	1	HP:0004322(Short stature)	yes
RAP1B	1.267	0.0477	1	HP:0004322(Short stature)	yes
RAP1GDS1	1.267	0.0477	1	HP:0004322(Short stature)	yes
RASA2	1.267	0.0477	1	HP:0004322(Short stature)	yes
RB1	1.267	0.0477	1	HP:0004322(Short stature)	yes
RBM8A	1.267	0.0477	1	HP:0004322(Short stature)	yes
RC3H1	1.267	0.0477	1	HP:0004322(Short stature)	no
RDH11	1.267	0.0477	1	HP:0004322(Short stature)	yes
RFWD3	1.267	0.0477	1	HP:0004322(Short stature)	no
RIGI	1.267	0.0477	1	HP:0004322(Short stature)	yes
RIN2	1.267	0.0477	1	HP:0004322(Short stature)	yes
RINT1	1.267	0.0477	1	HP:0004322(Short stature)	yes
RIPPLY2	1.267	0.0477	1	HP:0004322(Short stature)	no
RLIM	1.267	0.0477	1	HP:0004322(Short stature)	yes
RMP64	1.267	0.0477	1	HP:0004322(Short stature)	no
RNASEH2A	1.267	0.0477	1	HP:0004322(Short stature)	yes
RNASEH2B	1.267	0.0477	1	HP:0004322(Short stature)	yes
RNASEH2C	1.267	0.0477	1	HP:0004322(Short stature)	yes
RNF113A	1.267	0.0477	1	HP:0004322(Short stature)	yes
RNF168	1.267	0.0477	1	HP:0004322(Short stature)	yes
RNF216	1.267	0.0477	1	HP:0004322(Short stature)	yes
RNPC3	1.267	0.0477	1	HP:0004322(Short stature)	yes
ROBO3	1.267	0.0477	1	HP:0004322(Short stature)	yes
ROGDI	1.267	0.0477	1	HP:0004322(Short stature)	yes
RPL13	1.267	0.0477	1	HP:0004322(Short stature)	yes
RPS23	1.267	0.0477	1	HP:0004322(Short stature)	yes
RRAS	1.267	0.0477	1	HP:0004322(Short stature)	yes
RRAS2	1.267	0.0477	1	HP:0004322(Short stature)	yes
RSPH4A	1.267	0.0477	1	HP:0004322(Short stature)	yes
RSPH9	1.267	0.0477	1	HP:0004322(Short stature)	yes
RSPRY1	1.267	0.0477	1	HP:0004322(Short stature)	yes
RUNX2	1.267	0.0477	1	HP:0004322(Short stature)	yes
SAMD9	1.267	0.0477	1	HP:0004322(Short stature)	yes
SAMHD1	1.267	0.0477	1	HP:0004322(Short stature)	yes
SARS1	1.267	0.0477	1	HP:0004322(Short stature)	yes
SASS6	1.267	0.0477	1	HP:0004322(Short stature)	yes
SATB2	1.267	0.0477	1	HP:0004322(Short stature)	yes
SCARB2	1.267	0.0477	1	HP:0004322(Short stature)	yes
SEC23A	1.267	0.0477	1	HP:0004322(Short stature)	yes
SEC24D	1.267	0.0477	1	HP:0004322(Short stature)	yes
SECISBP2	1.267	0.0477	1	HP:0004322(Short stature)	yes
SEL1L	1.267	0.0477	1	HP:0004322(Short stature)	yes
SELENOI	1.267	0.0477	1	HP:0004322(Short stature)	yes
SEMA3E	1.267	0.0477	1	HP:0004322(Short stature)	yes
SEMA5A	1.267	0.0477	1	HP:0004322(Short stature)	no
SERPINH1	1.267	0.0477	1	HP:0004322(Short stature)	no
SET	1.267	0.0477	1	HP:0004322(Short stature)	yes
SETD1A	1.267	0.0477	1	HP:0004322(Short stature)	yes
SGMS2	1.267	0.0477	1	HP:0004322(Short stature)	no
SHOX	1.267	0.0477	1	HP:0004322(Short stature)	yes
SHPK	1.267	0.0477	1	HP:0004322(Short stature)	no
SIK3	1.267	0.0477	1	HP:0004322(Short stature)	no
SIX6	1.267	0.0477	1	HP:0004322(Short stature)	yes
SLC10A7	1.267	0.0477	1	HP:0004322(Short stature)	yes
SLC19A2	1.267	0.0477	1	HP:0004322(Short stature)	no
SLC25A36	1.267	0.0477	1	HP:0004322(Short stature)	no
SLC26A4	1.267	0.0477	1	HP:0004322(Short stature)	yes
SLC29A3	1.267	0.0477	1	HP:0004322(Short stature)	yes
SLC35B2	1.267	0.0477	1	HP:0004322(Short stature)	yes
SLC35D1	1.267	0.0477	1	HP:0004322(Short stature)	yes
SLC4A4	1.267	0.0477	1	HP:0004322(Short stature)	yes
SLC6A19	1.267	0.0477	1	HP:0004322(Short stature)	yes
SLC9A1	1.267	0.0477	1	HP:0004322(Short stature)	yes
SLX4	1.267	0.0477	1	HP:0004322(Short stature)	yes
SMARCA4	1.267	0.0477	1	HP:0004322(Short stature)	yes
SMARCB1	1.267	0.0477	1	HP:0004322(Short stature)	yes
SMARCE1	1.267	0.0477	1	HP:0004322(Short stature)	yes
SMG8	1.267	0.0477	1	HP:0004322(Short stature)	yes
SMG9	1.267	0.0477	1	HP:0004322(Short stature)	yes
SMS	1.267	0.0477	1	HP:0004322(Short stature)	yes
SNAPC4	1.267	0.0477	1	HP:0004322(Short stature)	yes
SNRPB	1.267	0.0477	1	HP:0004322(Short stature)	yes
SOHLH1	1.267	0.0477	1	HP:0004322(Short stature)	no
SOS1	1.267	0.0477	1	HP:0004322(Short stature)	yes
SOS2	1.267	0.0477	1	HP:0004322(Short stature)	yes
SOST	1.267	0.0477	1	HP:0004322(Short stature)	no
SOX11	1.267	0.0477	1	HP:0004322(Short stature)	yes
SOX2	1.267	0.0477	1	HP:0004322(Short stature)	yes
SOX3	1.267	0.0477	1	HP:0004322(Short stature)	yes
SP7	1.267	0.0477	1	HP:0004322(Short stature)	no
SPARC	1.267	0.0477	1	HP:0004322(Short stature)	yes
SPECC1L	1.267	0.0477	1	HP:0004322(Short stature)	yes
SPIDR	1.267	0.0477	1	HP:0004322(Short stature)	no
SPRED1	1.267	0.0477	1	HP:0004322(Short stature)	yes
SPRED2	1.267	0.0477	1	HP:0004322(Short stature)	yes
SRY	1.267	0.0477	1	HP:0004322(Short stature)	yes
STAT6	1.267	0.0477	1	HP:0004322(Short stature)	yes
STS	1.267	0.0477	1	HP:0004322(Short stature)	yes
STX16	1.267	0.0477	1	HP:0004322(Short stature)	no
SUMF1	1.267	0.0477	1	HP:0004322(Short stature)	yes
TAF4	1.267	0.0477	1	HP:0004322(Short stature)	yes
TAF6	1.267	0.0477	1	HP:0004322(Short stature)	yes
TBC1D20	1.267	0.0477	1	HP:0004322(Short stature)	yes
TBC1D32	1.267	0.0477	1	HP:0004322(Short stature)	yes
TBX15	1.267	0.0477	1	HP:0004322(Short stature)	yes
TBX2	1.267	0.0477	1	HP:0004322(Short stature)	yes
TBX22	1.267	0.0477	1	HP:0004322(Short stature)	yes
TBX3	1.267	0.0477	1	HP:0004322(Short stature)	yes
TBX6	1.267	0.0477	1	HP:0004322(Short stature)	no
TECPR2	1.267	0.0477	1	HP:0004322(Short stature)	yes
TELO2	1.267	0.0477	1	HP:0004322(Short stature)	yes
TERC	1.267	0.0477	1	HP:0004322(Short stature)	yes
TFAP2A	1.267	0.0477	1	HP:0004322(Short stature)	yes
THG1L	1.267	0.0477	1	HP:0004322(Short stature)	yes
THPO	1.267	0.0477	1	HP:0004322(Short stature)	yes
THUMPD1	1.267	0.0477	1	HP:0004322(Short stature)	yes
TKT	1.267	0.0477	1	HP:0004322(Short stature)	yes
TM2D3	1.267	0.0477	1	HP:0004322(Short stature)	yes
TMCO1	1.267	0.0477	1	HP:0004322(Short stature)	yes
TMEM38B	1.267	0.0477	1	HP:0004322(Short stature)	no
TMEM53	1.267	0.0477	1	HP:0004322(Short stature)	no
TMEM67	1.267	0.0477	1	HP:0004322(Short stature)	yes
TNFRSF11A	1.267	0.0477	1	HP:0004322(Short stature)	yes
TNNI2	1.267	0.0477	1	HP:0004322(Short stature)	no
TNNT3	1.267	0.0477	1	HP:0004322(Short stature)	yes
TOGARAM1	1.267	0.0477	1	HP:0004322(Short stature)	yes
TOMM7	1.267	0.0477	1	HP:0004322(Short stature)	no
TOP3A	1.267	0.0477	1	HP:0004322(Short stature)	yes
TRAPPC10	1.267	0.0477	1	HP:0004322(Short stature)	yes
TRAPPC14	1.267	0.0477	1	HP:0004322(Short stature)	yes
TRAPPC6B	1.267	0.0477	1	HP:0004322(Short stature)	yes
TREX1	1.267	0.0477	1	HP:0004322(Short stature)	yes
TRHR	1.267	0.0477	1	HP:0004322(Short stature)	yes
TRIM37	1.267	0.0477	1	HP:0004322(Short stature)	yes
TRIP11	1.267	0.0477	1	HP:0004322(Short stature)	yes
TRPS1	1.267	0.0477	1	HP:0004322(Short stature)	yes
TRPV6	1.267	0.0477	1	HP:0004322(Short stature)	yes
TRRAP	1.267	0.0477	1	HP:0004322(Short stature)	yes
TTC21B	1.267	0.0477	1	HP:0004322(Short stature)	yes
TTI1	1.267	0.0477	1	HP:0004322(Short stature)	yes
TTI2	1.267	0.0477	1	HP:0004322(Short stature)	yes
TUBB	1.267	0.0477	1	HP:0004322(Short stature)	yes
