symbol	panel_tier	n_sources	sources	n_nominations	has_experimental_evidence	in_core_panel	n_specific_go_terms	specific_go_terms	go_terms	reactome_pathways	string_seeds	known_mva_gene	ensembl_gene_id	gnomad_transcript	gnomad_loeuf	gnomad_oe_lof	gnomad_pli	gnomad_mis_z	constraint_bin
MAP9	4	1	GO	18	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)			no	79884	NM_001039580.2	1.359	1.016	0.000	0.01	unconstrained
MARK4	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	57787	NM_001199867.2	0.361	0.246	1.000	2.95	constrained
MAU2	4	1	GO	9	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)			no	23383	NM_015329.4	0.175	0.097	1.000	4.86	highly_constrained
MCMBP	4	1	GO	1	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)			no	79892	NM_001256378.2	0.537	0.379	0.797	1.80	constrained
MEAF6	4	1	GO	3	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	64769	NM_001270875.3	0.934	0.606	0.001	1.24	moderate
MRE11	4	1	GO	1	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)			no	4361	NM_005591.4	0.801	0.631	0.000	1.09	moderate
MTBP	4	1	GO	3	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	27085	NM_022045.5	1.028	0.806	0.000	0.80	unconstrained
MTCL1	4	1	GO	2	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore); GO:0007059 (chromosome segregation)			no	ENSG00000168502	ENST00000359865	0.663	0.547	0.000	-0.20	moderate
NAA10	4	1	GO	1	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)			no	NA	NA	NA	NA	NA	NA	no_constraint_data
NAA50	4	1	GO	3	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)			no	80218	NM_025146.4	0.765	0.407	0.329	2.19	moderate
NAT10	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	55226	NM_024662.3	0.935	0.789	0.000	1.47	moderate
NPM1	4	1	GO	5	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	4869	NM_002520.7	0.313	0.066	0.996	1.40	highly_constrained
NSFL1C	4	1	GO	11	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	55968	NM_016143.5	0.552	0.325	0.915	0.97	constrained
NUP62	4	1	GO	5	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)			no	23636	NM_016553.5	0.158	0.000	1.000	0.89	highly_constrained
PARD6A	4	1	GO	2	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	50855	NM_001037281.2	1.522	1.049	0.000	1.19	unconstrained
PCLAF	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	9768	NM_014736.6	1.127	0.625	0.015	0.69	unconstrained
PDCD6IP	4	1	GO	5	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)			no	10015	NM_013374.6	0.583	0.417	0.188	1.11	constrained
PHB2	4	1	GO	1	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)			no	11331	NM_001144831.2	0.648	0.427	0.166	1.25	moderate
PHF2	4	1	GO	1	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	5253	NM_005392.4	0.329	0.235	1.000	3.60	highly_constrained
PINX1	4	1	GO	3	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	54984	NM_017884.6	1.921	1.484	0.000	-2.41	unconstrained
PKD2	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	5311	NM_000297.4	0.683	0.509	0.000	1.03	moderate
PKHD1	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	5314	NM_138694.4	0.783	0.699	0.000	1.77	moderate
PLK2	4	1	GO	5	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0000776 (kinetochore); GO:0007098 (centrosome cycle)			no	10769	NM_006622.4	0.471	0.314	0.996	3.01	constrained
PLSCR1	4	1	GO	2	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	5359	NM_021105.3	0.673	0.320	0.723	0.76	moderate
POC1B	4	1	GO	2	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	282809	NM_172240.3	0.967	0.705	0.000	0.32	moderate
POC5	4	1	GO	2	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	134359	NM_001099271.2	0.995	0.747	0.000	-0.33	moderate
POGZ	4	1	GO	1	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)			no	23126	NM_015100.4	0.198	0.126	1.000	4.15	highly_constrained
PPP1R35	4	1	GO	2	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	221908	NM_145030.4	1.912	1.497	0.000	-3.16	unconstrained
PSEN1	4	1	GO	15	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	5663	NM_000021.4	0.425	0.267	1.000	3.11	constrained
PSEN2	4	1	GO	9	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	5664	NM_000447.3	0.850	0.633	0.000	1.36	moderate
PUM1	4	1	GO	332	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	9698	NM_001020658.2	0.165	0.104	1.000	5.59	highly_constrained
PUM2	4	1	GO	44	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	23369	NM_015317.5	0.576	0.461	0.000	2.76	constrained
RAB6C	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	84084	NM_032144.3	0.923	0.512	0.060	2.67	moderate
RASSF2	4	1	GO	1	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	9770	NM_014737.3	0.991	0.744	0.000	1.15	moderate
RBM14	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	10432	NM_006328.4	0.196	0.093	1.000	2.07	highly_constrained
RBX1	4	1	GO	2	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	9978	NM_014248.4	1.258	0.000	0.572	0.72	unconstrained
RIOK2	4	1	GO	3	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	55781	NM_018343.3	1.009	0.744	0.000	1.47	unconstrained
RMI2	4	1	GO	6	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	116028	NM_152308.3	1.944	1.605	0.000	-2.48	unconstrained
ROCK2	4	1	GO	8	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	9475	NM_004850.5	0.346	0.250	1.000	4.30	highly_constrained
SAXO6	4	1	GO	10	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	NA	NA	NA	NA	NA	NA	no_constraint_data
SIRT1	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	23411	NM_012238.5	0.527	0.366	0.900	0.44	constrained
SKP1	4	1	GO	4	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)			no	6500	NM_170679.3	0.324	0.000	0.980	2.51	highly_constrained
SLC16A1	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	6566	NM_003051.4	0.591	0.365	0.732	2.98	constrained
SMARCA2	4	1	GO	3	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	6595	NM_003070.5	0.317	0.238	1.000	4.68	highly_constrained
SMARCD3	4	1	GO	3	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	6604	NM_001003801.2	0.372	0.234	1.000	3.79	constrained
SMC1B	4	1	GO	5	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)			no	27127	NM_148674.5	0.533	0.420	0.071	2.44	constrained
SPICE1	4	1	GO	26	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)			no	152185	NM_144718.4	0.895	0.725	0.000	0.95	moderate
SPOUT1	4	1	GO	2	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	51490	NM_016390.4	0.977	0.755	0.000	0.88	moderate
SS18L1	4	1	GO	1	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	26039	NM_198935.3	0.605	0.450	0.011	1.71	moderate
SSX2IP	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	117178	NM_001166293.2	0.851	0.665	0.000	0.88	moderate
STAG3	4	1	GO	8	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007059 (chromosome segregation); GO:0007062 (sister chromatid cohesion)			no	10734	NM_001282717.2	0.765	0.647	0.000	3.23	moderate
SUGT1	4	1	GO	8	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	10910	NM_006704.5	0.347	0.192	1.000	0.87	highly_constrained
SUMO3	4	1	GO	1	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	6612	NM_006936.3	0.558	0.177	0.922	2.05	constrained
TACC3	4	1	GO	4	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	10460	NM_006342.3	0.764	0.606	0.000	-0.24	moderate
TENT4A	4	1	GO	3	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007062 (sister chromatid cohesion)			no	11044	NM_006999.6	0.208	0.099	1.000	1.46	highly_constrained
TMEM67	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	91147	NM_153704.6	1.079	0.870	0.000	1.13	unconstrained
TNKS	4	1	GO	2	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007059 (chromosome segregation); GO:0007062 (sister chromatid cohesion)			no	8658	NM_003747.3	0.639	0.508	0.000	-0.28	moderate
TRAPPC12	4	1	GO	2	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore); GO:0007059 (chromosome segregation)			no	51112	NM_016030.6	1.192	0.944	0.000	-1.14	unconstrained
TRIM37	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	4591	NM_015294.6	0.789	0.649	0.000	1.76	moderate
TRIR	4	1	GO	1	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)			no	79002	NM_024038.4	0.875	0.416	0.294	0.07	moderate
TUBE1	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	51175	NM_016262.5	0.866	0.620	0.000	0.25	moderate
UBXN2B	4	1	GO	7	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	137886	NM_001077619.2	0.985	0.640	0.001	-0.06	moderate
USP33	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	23032	NM_201624.3	0.480	0.366	0.989	2.53	constrained
USP44	4	1	GO	12	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007094 (mitotic spindle assembly checkpoint signaling); GO:0051983 (regulation of chromosome segregation)			no	84101	NM_032147.5	1.034	0.829	0.000	1.70	unconstrained
UVRAG	4	1	GO	6	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)			no	7405	NM_003369.4	0.468	0.319	0.997	1.52	constrained
UXT	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	NA	NA	NA	NA	NA	NA	no_constraint_data
VPS4B	4	1	GO	16	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)			no	9525	NM_004869.4	0.548	0.370	0.820	2.70	constrained
WDR62	4	1	GO	4	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	284403	NM_001083961.2	0.806	0.689	0.000	1.77	moderate
WDR90	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	197335	NM_145294.5	1.481	1.330	0.000	-3.41	unconstrained
XRCC2	4	1	GO	1	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)			no	7516	NM_005431.2	1.209	0.853	0.000	0.47	unconstrained
ZNF276	4	1	GO	1	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)			no	92822	NM_001113525.2	1.157	0.935	0.000	-3.05	unconstrained
AAAS	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	8086	NM_015665.6	0.921	0.744	0.000	0.89	moderate
ABRAXAS1	5	1	GO	3	no	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	84142	NM_139076.3	1.347	0.862	0.000	0.29	unconstrained
ABRAXAS2	5	1	GO	7	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	23172	NM_032182.4	0.641	0.395	0.434	1.06	moderate
ACTR1A	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	10121	NM_005736.4	0.337	0.199	1.000	4.12	highly_constrained
ADRM1	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	11047	NM_007002.4	0.188	0.060	1.000	1.24	highly_constrained
AKAP8	5	1	GO	2	no	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	10270	NM_005858.4	0.480	0.341	0.993	0.04	constrained
AKAP8L	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	26993	NM_014371.4	0.592	0.442	0.019	0.89	constrained
ANAPC13	5	1	STRING	2	yes	no	0				BUB1B,BUB3	no	25847	NM_015391.4	1.596	0.931	0.001	0.59	unconstrained
ANKRD31	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	256006	NM_001372053.1	0.844	0.715	0.000	1.74	moderate
ANKRD53	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	79998	NM_001115116.2	1.379	1.006	0.000	0.57	unconstrained
ANLN	5	1	STRING	1	yes	no	0				TRIP13	no	54443	NM_018685.5	0.537	0.420	0.079	1.80	constrained
ARL8A	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	127829	NM_138795.4	0.580	0.342	0.838	2.27	constrained
ARL8B	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	55207	NM_018184.3	0.698	0.332	0.664	1.40	moderate
ASPM	5	1	STRING	3	yes	no	0				BUB1,BUB1B,TRIP13	no	259266	NM_018136.5	0.766	0.689	0.000	0.81	moderate
ATR	5	1	STRING	1	yes	no	0				SMC5	no	545	NM_001184.4	0.518	0.449	0.000	7.15	constrained
B9D2	5	1	Reactome	5	yes	no	0			R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	80776	NM_030578.4	1.518	1.056	0.000	0.79	unconstrained
BAG6	5	1	GO	2	no	no	0		GO:0007059 (chromosome segregation)			no	7917	NM_001387994.1	0.265	0.185	1.000	3.16	highly_constrained
BAZ1B	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	9031	NM_032408.4	0.201	0.139	1.000	4.56	highly_constrained
BCCIP	5	1	GO	2	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	56647	NM_078468.3	1.053	0.738	0.000	0.18	unconstrained
BEX4	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	NA	NA	NA	NA	NA	NA	no_constraint_data
BLM	5	1	STRING	1	yes	no	0				SMC5	no	641	NM_000057.4	0.847	0.711	0.000	1.97	moderate
BRSK1	5	1	GO	2	no	no	0		GO:0007098 (centrosome cycle)			no	84446	NM_032430.2	0.299	0.197	1.000	3.77	highly_constrained
C10orf90	5	1	GO	1	no	no	0		GO:0007098 (centrosome cycle)			no	118611	NM_001350921.2	1.032	0.813	0.000	0.10	unconstrained
C14orf39	5	1	GO	5	yes	no	0		GO:0007059 (chromosome segregation)			no	317761	NM_174978.3	1.306	0.890	0.000	-0.58	unconstrained
C1orf146	5	1	GO	5	yes	no	0		GO:0007059 (chromosome segregation)			no	388649	NM_001012425.2	1.847	0.878	0.096	0.03	unconstrained
CBX5	5	1	GO	1	no	no	0		GO:0000776 (kinetochore)			no	23468	NM_012117.3	0.726	0.368	0.518	2.73	moderate
CCDC61	5	1	GO	2	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	729440	NM_001267723.2	1.318	1.050	0.000	-0.32	unconstrained
CCDC66	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	285331	NM_001141947.3	1.135	0.954	0.000	-0.10	unconstrained
CCDC69	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	26112	NM_015621.3	1.181	0.879	0.000	-0.16	unconstrained
CCDC86	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	79080	NM_024098.4	1.008	0.743	0.000	0.74	unconstrained
CCNA1	5	1	Reactome	1	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets)		no	8900	NM_003914.4	0.583	0.398	0.462	1.82	constrained
CCNB1IP1	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	57820	NM_021178.5	0.757	0.467	0.069	1.55	moderate
CCSAP	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	126731	NM_145257.5	1.472	0.971	0.000	-0.84	unconstrained
CDC25C	5	1	STRING	1	yes	no	0				BUB1	no	995	NM_001790.5	1.175	0.847	0.000	0.79	unconstrained
CDC42	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	998	NM_001791.4	0.611	0.129	0.872	2.90	moderate
CDC45	5	1	STRING	2	yes	no	0				BUB1,TRIP13	no	8318	NM_003504.5	0.770	0.594	0.000	1.42	moderate
CDCA2	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	157313	NM_152562.4	0.840	0.622	0.000	0.14	moderate
CDCA3	5	1	STRING	1	yes	no	0				TRIP13	no	83461	NM_031299.7	0.885	0.566	0.004	0.95	moderate
CDK11A	5	1	Reactome	1	yes	no	0			R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes)		no	728642	NM_024011.4	1.150	0.897	0.000	0.79	unconstrained
CEP164	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	22897	NM_014956.5	1.009	0.882	0.000	1.02	unconstrained
CEP290	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	80184	NM_025114.4	1.094	0.955	0.000	0.18	unconstrained
CEP295NL	5	1	GO	1	no	no	0		GO:0007098 (centrosome cycle)			no	100653515	NM_001243540.2	1.711	0.926	0.006	0.81	unconstrained
CEP41	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	95681	NM_018718.3	1.066	0.692	0.000	0.79	unconstrained
CEP43	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	11116	NM_007045.4	1.163	0.718	0.001	-0.70	unconstrained
CEP70	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	80321	NM_024491.4	1.077	0.771	0.000	0.27	unconstrained
CEP78	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	84131	NM_001330691.3	1.531	1.191	0.000	-1.03	unconstrained
CEP97	5	1	GO	2	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	79598	NM_024548.4	0.847	0.637	0.000	1.40	moderate
CETN1	5	1	GO	1	no	no	0		GO:0007098 (centrosome cycle)			no	1068	NM_004066.3	1.568	0.883	0.002	0.51	unconstrained
