symbol	tier	n_sources	sources	has_strong_assertion	in_mitotic_panel	assertions
ARF3	1	2	PanelApp,gene2phenotype	yes	no	ARF3-related neurodevelopmental disorder () | Intellectual disability (confidence 3) | Severe microcephaly (confidence 3)
ARFGEF1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ARFGEF1-related intellectual disability and epilepsy () | Intellectual disability (confidence 3) | developmental delay, impaired speech, and behavioral abnormalities, with or without seizures (Definitive)
ARFGEF2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ARFGEF2-related periventricular heterotopia with microcephaly () | Intellectual disability (confidence 3) | periventricular heterotopia with microcephaly, autosomal recessive (Definitive)
ARG1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ARG1-related argininemia () | Intellectual disability (confidence 3) | arginase deficiency (Definitive)
ARHGEF9	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ARHGEF9-related developmental disorder () | Intellectual disability (confidence 3) | X-linked complex neurodevelopmental disorder (Definitive)
ARID1A	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	ARID1A-related Coffin-Siris Syndrome () | Coffin-Siris syndrome (Definitive) | Intellectual disability (confidence 3) | tier 4
ARID1B	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	ARID1B-related Coffin-Siris Syndrome () | Coffin-Siris syndrome (Definitive) | Intellectual disability (confidence 3) | tier 4
ARID2	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	ARID2-related Coffin-Siris like disorder () | Coffin-Siris syndrome (Definitive) | Intellectual disability (confidence 3) | tier 3
ARL13B	1	2	ClinGen,PanelApp	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | Joubert syndrome (Definitive)
ARL6	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ARL6-related Bardet-Biedl syndrome () | ARL6-related retinal dystrophy () | Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | ciliopathy (Definitive)
ARMC9	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ARMC9-related Joubert syndrome () | Cystic renal disease (confidence 1) | Intellectual disability (confidence 3) | Joubert syndrome 30 (Definitive)
ARPC4	1	2	PanelApp,gene2phenotype	yes	no	ARPC4-related microcephaly and developmental delay () | Severe microcephaly (confidence 3)
ARSA	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ARSA-related arylsulfatase A deficiency () | Intellectual disability (confidence 3) | metachromatic leukodystrophy (Definitive)
ARSB	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ARSB-related mucopolysaccharidosis () | Intellectual disability (confidence 3) | mucopolysaccharidosis type 6 (Definitive)
ARSL	1	2	ClinGen,gene2phenotype	yes	no	ARSL-related chondrodysplasia punctata () | X-linked chondrodysplasia punctata 1 (Definitive)
ARX	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ARX-related neurodevelopmental spectrum including lissencephaly with genital anomalies and epilepsy to non-syndromic intellectual disability () | Intellectual disability (confidence 3) | X-linked complex neurodevelopmental disorder (Definitive) | genetic developmental and epileptic encephalopathy (Definitive)
ASAH1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ASAH1-related Farber lipogranulomatosis () | ASAH1-related sphingolipidosis (Definitive) | ASAH1-related spinal muscular atrophy with progressive myoclonic epilepsy () | Intellectual disability (confidence 3)
ASCC3	1	2	PanelApp,gene2phenotype	yes	no	ASCC3-related intellectual developmental disorder () | Intellectual disability (confidence 3)
ASH1L	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ASH1L-related intellectual disability () | Intellectual disability (confidence 3) | syndromic complex neurodevelopmental disorder (Definitive)
ASL	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ASL-related argininosuccinate lyase deficiency () | Intellectual disability (confidence 3) | argininosuccinic aciduria (Definitive)
ASNS	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ASNS-related asparagine synthetase deficiency () | Intellectual disability (confidence 3) | congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome (Definitive)
ASPA	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ASPA-related Canavan disease () | Canavan disease (Definitive) | Intellectual disability (confidence 3)
ASPM	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ASPM-related pirmary microcephaly () | Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | autosomal recessive primary microcephaly (Definitive)
ASS1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ASS1-related citrullinemia () | Intellectual disability (confidence 3) | citrullinemia type I (Definitive)
ASXL1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ASXL1-related Bohring-Opitz syndrome () | Bohring-Opitz syndrome (Definitive) | Intellectual disability (confidence 3)
ASXL2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ASXL2-related developmental delay, macrocephaly, and dysmorphic features () | Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders (confidence 3) | Intellectual disability (confidence 3) | syndromic intellectual disability (Definitive)
ASXL3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ASXL3-related Bainbridge-Ropers syndrome () | Intellectual disability (confidence 3) | syndromic intellectual disability (Definitive)
ATAD3A	1	2	PanelApp,gene2phenotype	yes	no	ATAD3A-related disorder with global developmental delay, hypotonia, optic atrophy, axonal neuropathy, and hypertrophic cardiomyopathy () | Intellectual disability (confidence 3)
ATG7	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATG7-related intellectual disability and ataxia () | Intellectual disability (confidence 3) | spinocerebellar ataxia, autosomal recessive 31 (Strong)
ATIC	1	2	PanelApp,gene2phenotype	yes	no	ATIC-related AICA-ribosiduria () | Intellectual disability (confidence 3)
ATL1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATL1-related hereditary spastic paraplegia () | Intellectual disability (confidence 1) | neuropathy, hereditary sensory, type 1D (Definitive)
ATM	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	ATM-related ataxia-telangiectasia () | ATM-related cancer predisposition (Definitive) | Childhood solid tumours (confidence 3) | Childhood solid tumours cancer susceptibility (confidence 3) | Intellectual disability (confidence 1) | ataxia telangiectasia (Definitive)
ATN1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATN1-related congenital hypotonia, epilepsy, developmental delay, digit abnormalities () | Intellectual disability (confidence 3) | dentatorubral-pallidoluysian atrophy (Definitive)
ATP11A	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 2) | Severe microcephaly (confidence 1) | autosomal dominant nonsyndromic hearing loss (Moderate)
ATP13A2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATP13A2-related Parkinson disease () | Intellectual disability (confidence 3) | Kufor-Rakeb syndrome (Definitive)
ATP1A1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATP1A1-related renal hypomagnesemia refractory seizures and intellectual disability () | Charcot-Marie-tooth disease, axonal, type 2DD (Definitive) | Intellectual disability (confidence 3)
ATP1A2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATP1A2-related epileptic encephalopathy () | ATP1A2-related migraine, familial hemiplegic () | ATP1A2-related neuronal migration disorder with epilepsy () | Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies (Definitive)
ATP1A3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATP1A3-associated neurological disorder (Definitive) | ATP1A3-related alternating hemiplegia of childhood () | Intellectual disability (confidence 3)
ATP2B1	1	2	PanelApp,gene2phenotype	yes	no	ATP2B1-related neurodevelopmental disorder () | Intellectual disability (confidence 3)
ATP2B2	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 2) | autosomal dominant nonsyndromic hearing loss (Definitive)
ATP6AP1	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 2) | congenital disorder of glycosylation type II (Definitive)
ATP6AP2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATP6AP2-related disorder (Definitive) | ATP6AP2-related intellectual developmental disorder with epilepsy () | Intellectual disability (confidence 3)
ATP6V0A1	1	2	PanelApp,gene2phenotype	yes	no	ATP6V0A1-related developmental disorder () | Intellectual disability (confidence 3) | Severe microcephaly (confidence 3)
ATP6V0A2	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | autosomal recessive cutis laxa type 2A (Definitive)
ATP6V0C	1	2	PanelApp,gene2phenotype	yes	no	ATP6V0C-related developmental disorder () | Intellectual disability (confidence 3) | Severe microcephaly (confidence 3)
ATP6V1A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATP6V1A-related cutis laxa () | ATP6V1A-related epileptic encephalopathy, infantile or early childhood () | Intellectual disability (confidence 3) | autosomal recessive cutis laxa type 2D (Limited)
ATP6V1B1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATP6V1B1-related distal renal tubular acidosis with deafness () | Intellectual disability (confidence 1) | Nephrocalcinosis or nephrolithiasis (confidence 3) | renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss (Definitive)
ATP6V1B2	1	2	PanelApp,gene2phenotype	yes	no	ATP6V1B2-related Zimmermann-Laband syndrome () | Intellectual disability (confidence 3)
ATP7A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATP7A-related Menkes disease () | ATP7A-related spinal muscular atrophy, distal () | Intellectual disability (confidence 3) | Menkes disease (Definitive) | X-linked distal spinal muscular atrophy type 3 (Moderate)
ATP7B	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 1) | Wilson disease (Definitive)
ATP8A2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	ATP8A2-related cerebellar ataxia, intellectual developmental disorder, and dysequilibrium syndrome () | Intellectual disability (confidence 3) | cerebellar ataxia, intellectual disability, and dysequilibrium (Definitive)
ATP9A	1	2	PanelApp,gene2phenotype	yes	no	ATP9A-related neurodevelopmental disorder () | Intellectual disability (confidence 3) | Severe microcephaly (confidence 2)
ATR	1	2	PanelApp,gene2phenotype	yes	no	ATR-related Seckel syndrome () | Intellectual disability (confidence 3) | Severe microcephaly (confidence 3)
ATRX	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	ATR-X-related syndrome (Definitive) | ATRX-related alpha-thalassemia intellectual developmental disorder syndrome non-deletion type () | Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | tier 3
ATXN2	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 1) | spinocerebellar ataxia type 2 (Definitive)
ATXN7L3	1	2	PanelApp,gene2phenotype	yes	no	ATXN7L3-related developmental delay, hypotonia and facial dysmorphism () | Intellectual disability (confidence 3)
AUH	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	3-methylglutaconic aciduria type 1 (Definitive) | AUH-related 3-methylglutaconic aciduria () | Intellectual disability (confidence 3)
AURKC	1	2	ClinGen,mitotic_panel	yes	yes	spermatogenic failure 5 (Definitive) | tier 3
AUTS2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	AUTS2-related syndromic intellectual disability () | Intellectual disability (confidence 3) | syndromic intellectual disability (Definitive)
AXIN2	1	2	ClinGen,mitotic_panel	yes	yes	oligodontia-cancer predisposition syndrome (Definitive) | tier 4
B3GALNT2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	B3GALNT2-related muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A () | Intellectual disability (confidence 3) | muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11 (Definitive)
B3GALT6	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	B3GALT6-congenital disorder of glycosylation (Definitive) | B3GALT6-related spondyloepimetaphyseal dysplasia with joint laxity () | Intellectual disability (confidence 2)
B3GLCT	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | Peters plus syndrome (Definitive)
B4GALNT1	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | complex hereditary spastic paraplegia (Definitive)
B4GALT1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	B4GALT1-congenital disorder of glycosylation (Definitive) | B4GALT1-related congenital disorder of glycosylation () | Intellectual disability (confidence 2)
B4GALT7	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	B4GALT7-related spondylo-dysplastic Ehlers Danlos syndrome () | Ehlers-Danlos syndrome, spondylodysplastic type, 1 (Definitive) | Intellectual disability (confidence 3)
B9D1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	B9D1-related Meckel syndrome () | Cystic renal disease (confidence 1) | Intellectual disability (confidence 3) | ciliopathy (Definitive)
B9D2	1	2	ClinGen,PanelApp	yes	no	Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | ciliopathy (Moderate)
BAP1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BAP1-related neurodevelopmental syndrome () | BAP1-related tumor predisposition syndrome (Definitive) | Childhood solid tumours (confidence 3) | Intellectual disability (confidence 3)
BAZ2B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BAZ2B-related neurodevelopmental disorder () | Intellectual disability (confidence 3) | complex neurodevelopmental disorder (Limited)
BBIP1	1	2	ClinGen,PanelApp	yes	no	Cystic renal disease (confidence 2) | ciliopathy (Definitive)
BBS1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BBS1-related Bardet-Biedl syndrome () | BBS1-related ciliopathy (Definitive) | Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3)
BBS10	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BBS10-related Bardet-Biedl syndrome () | BBS10-related ciliopathy (Definitive) | Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3)
BBS12	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BBS12-related Bardet-Biedl syndrome () | BBS12-related ciliopathy (Definitive) | Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3)
BBS2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BBS2-related Bardet-Biedl syndrome () | BBS2-related ciliopathy (Definitive) | Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3)
BBS4	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	BBS4-related Bardet-Biedl syndrome () | BBS4-related ciliopathy (Definitive) | Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | tier 4
BBS5	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BBS5-related Bardet-Biedl syndrome () | BBS5-related ciliopathy (Definitive) | Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3)
BBS7	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BBS7-related Bardet-Biedl syndrome () | BBS7-related ciliopathy (Definitive) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3)
BBS9	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BBS9-related Bardet-Biedl syndrome () | BBS9-related ciliopathy (Definitive) | Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3)
BCAP31	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BCAP31-related deafness, dystonia, and central hypomyelination with disorganization of the Golgi apparatus () | Intellectual disability (confidence 3) | severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome (Definitive)
BCAS3	1	2	PanelApp,gene2phenotype	yes	no	BCAS3-related neurodevelopmental disorder with thinning of corpus callosum and cerebellar atrophy () | Intellectual disability (confidence 3)
BCKDHA	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BCKDHA-related maple syrup urine disease () | Intellectual disability (confidence 3) | maple syrup urine disease type 1A (Definitive)
BCKDHB	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BCKDHB-related maple syrup urine disease () | Intellectual disability (confidence 3) | maple syrup urine disease type 1B (Definitive)
BCKDK	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | branched-chain keto acid dehydrogenase kinase deficiency (Definitive)
BCL11A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BCL11A-related intellectual disability () | Dias-Logan syndrome (Definitive) | Intellectual disability (confidence 3)
BCL11B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BCL11B-related neurodevelopmental disorder () | Intellectual disability (confidence 3) | intellectual developmental disorder with speech delay, dysmorphic facies, and t-cell abnormalities (Definitive)
BCOR	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BCOR-related syndromic microphthalmia () | Intellectual disability (confidence 3) | microphthalmia, syndromic 2 (Definitive)
BCS1L	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BCS1L-related Gracile syndrome () | Bjornstad syndrome (Definitive) | Intellectual disability (confidence 3) | Leigh syndrome (Limited) | mitochondrial disease (Definitive)
BGN	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BGN-related severe syndromic form of thoracic aortic aneurysm and dissection () | BGN-related spondyloepimetaphyseal dysplasia () | Intellectual disability (confidence 1) | Meester-Loeys syndrome (Strong) | familial thoracic aortic aneurysm and aortic dissection (Limited)
BICRA	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BICRA-related developmental disorder () | Coffin-Siris syndrome (Definitive) | Intellectual disability (confidence 3)
BIN1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	BIN1-related centronuclear myopathy () | Intellectual disability (confidence 1) | centronuclear myopathy (Definitive) | centronuclear myopathy (Limited)
